lot_id,product,line,lot_start_date,planned_release_date,disposition_date,status,batch_size_L,campaign_id
OCT2569,octanate,Line_A,2024-03-20,2024-04-05,2024-04-05,Released,1138,CAMP_2024_03
OCT2570,octanate_LV,Line_B,2024-03-20,2024-03-29,2024-03-31,Released,1289,CAMP_2024_03
OCT2571,octanate,Line_A,2024-03-21,2024-04-01,2024-04-01,Released,1682,CAMP_2024_03
OCT2572,octanate,Line_C,2024-03-21,2024-03-29,2024-03-28,Released,533,CAMP_2024_03
OCT2573,octanate_LV,Line_B,2024-03-21,2024-03-28,2024-03-29,Released,1220,CAMP_2024_03
OCT2574,octanate_LV,Line_C,2024-03-21,2024-04-05,2024-04-14,Released,934,CAMP_2024_03
FIB2575,fibryga,Line_A,2024-03-21,2024-04-05,2024-04-05,Released,608,CAMP_2024_03
FIB2576,fibryga,Line_C,2024-03-21,2024-03-28,2024-03-29,Released,897,CAMP_2024_03
OCT2577,octanate,Line_A,2024-03-22,2024-04-04,2024-04-06,Released,1584,CAMP_2024_03
OCT2578,octanate_LV,Line_A,2024-03-22,2024-03-29,2024-03-27,Released,949,CAMP_2024_03
OCT2579,octanate_LV,Line_B,2024-03-22,2024-03-29,2024-03-28,Released,634,CAMP_2024_03
FIB2580,fibryga,Line_A,2024-03-22,2024-04-07,2024-04-08,Released,1302,CAMP_2024_03
FIB2581,fibryga,Line_B,2024-03-22,2024-04-01,2024-04-01,Released,1514,CAMP_2024_03
FIB2582,fibryga,Line_C,2024-03-22,2024-04-01,2024-04-03,Released,1945,CAMP_2024_03
OCT2583,octanate,Line_C,2024-03-23,2024-04-07,2024-04-08,Released,1125,CAMP_2024_03
OCT2584,octanate_LV,Line_C,2024-03-23,2024-03-31,2024-04-02,Released,1432,CAMP_2024_03
FIB2585,fibryga,Line_A,2024-03-23,2024-03-30,2024-03-31,Released,1184,CAMP_2024_03
FIB2586,fibryga,Line_B,2024-03-23,2024-04-03,2024-04-02,Released,1891,CAMP_2024_03
OCT2587,octanate,Line_A,2024-03-24,2024-04-05,2024-04-03,Released,1500,CAMP_2024_03
OCT2588,octanate_LV,Line_A,2024-03-24,2024-03-31,2024-03-31,Released,967,CAMP_2024_03
OCT2589,octanate_LV,Line_C,2024-03-24,2024-04-02,2024-03-31,Released,1123,CAMP_2024_03
FIB2590,fibryga,Line_B,2024-03-24,2024-04-07,2024-04-07,Released,1858,CAMP_2024_03
OCT2591,octanate,Line_A,2024-03-25,2024-04-01,2024-04-01,Released,1954,CAMP_2024_03
OCT2592,octanate,Line_B,2024-03-25,2024-04-09,2024-04-10,Released,730,CAMP_2024_03
OCT2593,octanate,Line_C,2024-03-25,2024-04-09,2024-04-07,Released,802,CAMP_2024_03
FIB2594,fibryga,Line_A,2024-03-25,2024-04-08,2024-04-17,Released,1236,CAMP_2024_03
FIB2595,fibryga,Line_B,2024-03-25,2024-04-02,2024-04-04,Released,1808,CAMP_2024_03
FIB2596,fibryga,Line_C,2024-03-25,2024-04-05,2024-04-06,Released,1579,CAMP_2024_03
OCT2597,octanate,Line_A,2024-03-26,2024-04-07,2024-04-08,Released,1706,CAMP_2024_03
OCT2598,octanate_LV,Line_A,2024-03-26,2024-04-02,2024-04-02,Released,1754,CAMP_2024_03
OCT2599,octanate_LV,Line_B,2024-03-26,2024-04-09,2024-04-09,Released,1090,CAMP_2024_03
OCT2600,octanate_LV,Line_C,2024-03-26,2024-04-02,2024-04-01,Released,1455,CAMP_2024_03
FIB2601,fibryga,Line_C,2024-03-26,2024-04-10,2024-04-10,Released,1497,CAMP_2024_03
OCT2602,octanate,Line_A,2024-03-27,2024-04-07,2024-04-10,Released,945,CAMP_2024_03
OCT2603,octanate,Line_B,2024-03-27,2024-04-12,2024-04-22,Released,1126,CAMP_2024_03
OCT2604,octanate,Line_C,2024-03-27,2024-04-08,2024-04-06,Released,602,CAMP_2024_03
OCT2605,octanate_LV,Line_A,2024-03-27,2024-04-08,2024-04-07,Released,676,CAMP_2024_03
OCT2606,octanate_LV,Line_C,2024-03-27,2024-04-06,2024-04-04,Released,1095,CAMP_2024_03
FIB2607,fibryga,Line_A,2024-03-27,2024-04-10,2024-04-09,Released,1889,CAMP_2024_03
OCT2608,octanate,Line_B,2024-03-28,2024-04-08,2024-04-08,Released,854,CAMP_2024_03
OCT2609,octanate_LV,Line_B,2024-03-28,2024-04-13,2024-04-19,Released,1012,CAMP_2024_03
OCT2610,octanate_LV,Line_C,2024-03-28,2024-04-12,2024-04-14,Released,675,CAMP_2024_03
FIB2611,fibryga,Line_A,2024-03-28,2024-04-11,2024-04-12,Released,1394,CAMP_2024_03
FIB2612,fibryga,Line_B,2024-03-28,2024-04-12,2024-04-12,Released,1531,CAMP_2024_03
OCT2613,octanate_LV,Line_C,2024-03-29,2024-04-13,2024-04-22,Released,681,CAMP_2024_03
FIB2614,fibryga,Line_C,2024-03-29,2024-04-08,2024-04-08,Released,760,CAMP_2024_03
OCT2615,octanate_LV,Line_A,2024-03-30,2024-04-12,2024-04-15,Released,1447,CAMP_2024_03
FIB2616,fibryga,Line_B,2024-03-30,2024-04-06,2024-04-07,Released,1182,CAMP_2024_03
OCT2617,octanate_LV,Line_B,2024-03-31,2024-04-16,2024-04-14,Released,1936,CAMP_2024_03
OCT2618,octanate_LV,Line_C,2024-03-31,2024-04-09,2024-04-10,Released,779,CAMP_2024_03
FIB2619,fibryga,Line_A,2024-03-31,2024-04-09,2024-04-11,Released,1972,CAMP_2024_03
FIB2620,fibryga,Line_C,2024-03-31,2024-04-14,2024-04-13,Released,734,CAMP_2024_03
OCT2621,octanate,Line_A,2024-04-01,2024-04-10,2024-04-08,Released,1564,CAMP_2024_04
OCT2622,octanate,Line_B,2024-04-01,2024-04-11,2024-04-14,Released,1535,CAMP_2024_04
OCT2623,octanate_LV,Line_A,2024-04-01,2024-04-09,2024-04-11,Released,876,CAMP_2024_04
OCT2624,octanate_LV,Line_B,2024-04-02,2024-04-12,2024-04-13,Released,1475,CAMP_2024_04
FIB2625,fibryga,Line_A,2024-04-02,2024-04-10,2024-04-11,Released,1252,CAMP_2024_04
FIB2626,fibryga,Line_C,2024-04-02,2024-04-10,2024-04-11,Released,803,CAMP_2024_04
OCT2627,octanate,Line_A,2024-04-03,2024-04-17,2024-04-26,Released,522,CAMP_2024_04
OCT2628,octanate,Line_C,2024-04-03,2024-04-19,2024-04-19,Released,785,CAMP_2024_04
OCT2629,octanate_LV,Line_C,2024-04-03,2024-04-12,2024-04-11,Released,1214,CAMP_2024_04
OCT2630,octanate,Line_A,2024-04-04,2024-04-13,2024-04-13,Released,1441,CAMP_2024_04
OCT2631,octanate_LV,Line_A,2024-04-04,2024-04-15,2024-04-13,Released,1821,CAMP_2024_04
FIB2632,fibryga,Line_B,2024-04-04,2024-04-19,2024-04-19,Released,765,CAMP_2024_04
OCT2633,octanate_LV,Line_B,2024-04-05,2024-04-12,2024-04-11,Released,974,CAMP_2024_04
OCT2634,octanate_LV,Line_C,2024-04-05,2024-04-13,2024-04-14,Released,1162,CAMP_2024_04
OCT2635,octanate,Line_B,2024-04-06,2024-04-15,2024-04-16,Released,1360,CAMP_2024_04
OCT2636,octanate_LV,Line_A,2024-04-06,2024-04-17,2024-04-21,Released,1404,CAMP_2024_04
FIB2637,fibryga,Line_C,2024-04-06,2024-04-20,2024-04-19,Released,900,CAMP_2024_04
OCT2638,octanate,Line_A,2024-04-07,2024-04-21,2024-04-20,Released,912,CAMP_2024_04
OCT2639,octanate_LV,Line_C,2024-04-07,2024-04-14,2024-04-12,Released,916,CAMP_2024_04
FIB2640,fibryga,Line_A,2024-04-07,2024-04-16,2024-04-16,Released,1335,CAMP_2024_04
OCT2641,octanate,Line_A,2024-04-08,2024-04-23,2024-04-22,Released,1668,CAMP_2024_04
OCT2642,octanate_LV,Line_A,2024-04-08,2024-04-23,2024-04-21,Released,1398,CAMP_2024_04
OCT2643,octanate_LV,Line_C,2024-04-08,2024-04-16,2024-04-15,Released,1559,CAMP_2024_04
FIB2644,fibryga,Line_A,2024-04-08,2024-04-16,2024-04-14,Released,1731,CAMP_2024_04
FIB2645,fibryga,Line_C,2024-04-08,2024-04-19,2024-04-19,Released,1299,CAMP_2024_04
OCT2646,octanate,Line_B,2024-04-09,2024-04-18,2024-04-16,Released,1594,CAMP_2024_04
FIB2647,fibryga,Line_A,2024-04-09,2024-04-16,2024-04-14,Released,1693,CAMP_2024_04
OCT2648,octanate,Line_A,2024-04-10,2024-04-17,2024-04-26,Released,1034,CAMP_2024_04
OCT2649,octanate,Line_B,2024-04-10,2024-04-17,2024-04-25,Released,1858,CAMP_2024_04
OCT2650,octanate_LV,Line_A,2024-04-10,2024-04-24,2024-04-27,Released,1208,CAMP_2024_04
FIB2651,fibryga,Line_C,2024-04-10,2024-04-25,2024-04-24,Released,1054,CAMP_2024_04
OCT2652,octanate,Line_B,2024-04-11,2024-04-25,2024-04-25,Released,1383,CAMP_2024_04
OCT2653,octanate_LV,Line_C,2024-04-11,2024-04-18,2024-04-24,Released,1594,CAMP_2024_04
FIB2654,fibryga,Line_B,2024-04-11,2024-04-18,2024-04-16,Released,1292,CAMP_2024_04
OCT2655,octanate_LV,Line_A,2024-04-12,2024-04-26,2024-05-04,Released,1220,CAMP_2024_04
OCT2656,octanate_LV,Line_B,2024-04-12,2024-04-25,2024-04-24,Released,975,CAMP_2024_04
OCT2657,octanate_LV,Line_C,2024-04-12,2024-04-19,2024-04-20,Released,530,CAMP_2024_04
FIB2658,fibryga,Line_B,2024-04-12,2024-04-19,2024-04-24,Released,1398,CAMP_2024_04
FIB2659,fibryga,Line_C,2024-04-12,2024-04-19,2024-04-20,Released,1098,CAMP_2024_04
OCT2660,octanate,Line_A,2024-04-13,2024-04-26,2024-04-24,Released,1844,CAMP_2024_04
OCT2661,octanate,Line_B,2024-04-13,2024-04-24,2024-04-23,Released,1513,CAMP_2024_04
FIB2662,fibryga,Line_B,2024-04-13,2024-04-25,2024-04-25,Released,1838,CAMP_2024_04
FIB2663,fibryga,Line_C,2024-04-13,2024-04-24,2024-04-25,Released,610,CAMP_2024_04
OCT2664,octanate,Line_A,2024-04-14,2024-04-27,2024-04-28,Released,1072,CAMP_2024_04
OCT2665,octanate,Line_B,2024-04-14,2024-04-23,2024-04-22,Released,1124,CAMP_2024_04
OCT2666,octanate_LV,Line_A,2024-04-14,2024-04-26,2024-04-25,Released,573,CAMP_2024_04
FIB2667,fibryga,Line_C,2024-04-14,2024-04-28,2024-04-28,Released,1069,CAMP_2024_04
OCT2668,octanate,Line_B,2024-04-15,2024-04-23,2024-05-02,Released,1514,CAMP_2024_04
OCT2669,octanate,Line_C,2024-04-15,2024-04-28,2024-04-26,Released,959,CAMP_2024_04
OCT2670,octanate_LV,Line_A,2024-04-15,2024-04-24,2024-04-22,Released,1852,CAMP_2024_04
OCT2671,octanate_LV,Line_B,2024-04-15,2024-04-30,2024-04-28,Released,1746,CAMP_2024_04
FIB2672,fibryga,Line_A,2024-04-15,2024-04-26,2024-04-25,Released,556,CAMP_2024_04
FIB2673,fibryga,Line_B,2024-04-15,2024-05-01,2024-05-02,Released,1993,CAMP_2024_04
OCT2674,octanate_LV,Line_C,2024-04-16,2024-05-01,2024-05-01,Released,832,CAMP_2024_04
OCT2675,octanate,Line_A,2024-04-17,2024-04-24,2024-04-26,Released,675,CAMP_2024_04
OCT2676,octanate_LV,Line_A,2024-04-17,2024-05-03,2024-05-03,Released,1240,CAMP_2024_04
OCT2677,octanate_LV,Line_B,2024-04-17,2024-04-28,2024-04-26,Released,754,CAMP_2024_04
OCT2678,octanate_LV,Line_C,2024-04-17,2024-04-29,2024-04-28,Released,1408,CAMP_2024_04
OCT2679,octanate_LV,Line_A,2024-04-18,2024-04-25,2024-04-23,Released,1066,CAMP_2024_04
FIB2680,fibryga,Line_C,2024-04-18,2024-04-29,2024-05-01,Released,760,CAMP_2024_04
OCT2681,octanate,Line_A,2024-04-19,2024-04-28,2024-05-01,Released,976,CAMP_2024_04
OCT2682,octanate,Line_B,2024-04-19,2024-04-26,2024-04-28,Released,1687,CAMP_2024_04
OCT2683,octanate,Line_C,2024-04-19,2024-05-04,2024-05-02,Released,1963,CAMP_2024_04
OCT2684,octanate_LV,Line_C,2024-04-19,2024-05-01,2024-04-29,Released,1729,CAMP_2024_04
FIB2685,fibryga,Line_A,2024-04-19,2024-04-27,2024-05-07,Released,731,CAMP_2024_04
FIB2686,fibryga,Line_C,2024-04-19,2024-05-01,2024-05-02,Released,646,CAMP_2024_04
OCT2687,octanate,Line_C,2024-04-20,2024-05-02,2024-05-02,Released,1186,CAMP_2024_04
OCT2688,octanate_LV,Line_C,2024-04-20,2024-05-01,2024-04-30,Released,1254,CAMP_2024_04
FIB2689,fibryga,Line_A,2024-04-20,2024-04-29,2024-04-27,Released,717,CAMP_2024_04
OCT2690,octanate_LV,Line_B,2024-04-21,2024-05-01,2024-04-29,Released,1845,CAMP_2024_04
FIB2691,fibryga,Line_A,2024-04-21,2024-04-29,2024-04-28,Released,1657,CAMP_2024_04
OCT2692,octanate_LV,Line_C,2024-04-22,2024-05-06,2024-05-07,Released,1149,CAMP_2024_04
FIB2693,fibryga,Line_A,2024-04-22,2024-05-08,2024-05-09,Released,1173,CAMP_2024_04
FIB2694,fibryga,Line_B,2024-04-22,2024-05-04,2024-05-06,Released,736,CAMP_2024_04
OCT2695,octanate_LV,Line_A,2024-04-23,2024-05-08,2024-05-08,Released,1838,CAMP_2024_04
OCT2696,octanate_LV,Line_C,2024-04-23,2024-05-06,2024-05-07,Released,1601,CAMP_2024_04
FIB2697,fibryga,Line_A,2024-04-23,2024-05-06,2024-05-05,Released,1740,CAMP_2024_04
FIB2698,fibryga,Line_B,2024-04-23,2024-05-04,2024-05-05,Released,666,CAMP_2024_04
OCT2699,octanate,Line_B,2024-04-24,2024-05-08,2024-05-07,Released,868,CAMP_2024_04
OCT2700,octanate_LV,Line_A,2024-04-24,2024-05-02,2024-05-03,Released,706,CAMP_2024_04
OCT2701,octanate_LV,Line_B,2024-04-24,2024-05-01,2024-04-29,Released,1913,CAMP_2024_04
OCT2702,octanate_LV,Line_C,2024-04-24,2024-05-02,2024-05-11,Released,1364,CAMP_2024_04
FIB2703,fibryga,Line_A,2024-04-24,2024-05-07,2024-05-06,Released,1958,CAMP_2024_04
FIB2704,fibryga,Line_B,2024-04-24,2024-05-06,2024-05-06,Released,1711,CAMP_2024_04
OCT2705,octanate,Line_A,2024-04-25,2024-05-02,2024-05-10,Released,1419,CAMP_2024_04
OCT2706,octanate_LV,Line_A,2024-04-26,2024-05-03,2024-05-03,Released,1880,CAMP_2024_04
OCT2707,octanate_LV,Line_C,2024-04-26,2024-05-10,2024-05-12,Released,698,CAMP_2024_04
FIB2708,fibryga,Line_A,2024-04-26,2024-05-10,2024-05-12,Released,1084,CAMP_2024_04
FIB2709,fibryga,Line_B,2024-04-26,2024-05-08,2024-05-07,Released,585,CAMP_2024_04
OCT2710,octanate,Line_C,2024-04-27,2024-05-12,2024-05-14,Released,703,CAMP_2024_04
OCT2711,octanate_LV,Line_A,2024-04-27,2024-05-06,2024-05-13,Released,1496,CAMP_2024_04
FIB2712,fibryga,Line_A,2024-04-27,2024-05-08,2024-05-06,Released,974,CAMP_2024_04
FIB2713,fibryga,Line_C,2024-04-27,2024-05-07,2024-05-06,Released,556,CAMP_2024_04
OCT2714,octanate,Line_B,2024-04-28,2024-05-13,2024-05-12,Released,513,CAMP_2024_04
OCT2715,octanate_LV,Line_B,2024-04-28,2024-05-09,2024-05-10,Released,1999,CAMP_2024_04
FIB2716,fibryga,Line_A,2024-04-28,2024-05-12,2024-05-13,Released,1966,CAMP_2024_04
OCT2717,octanate,Line_C,2024-04-29,2024-05-08,2024-05-06,Released,1224,CAMP_2024_04
OCT2718,octanate_LV,Line_C,2024-04-29,2024-05-07,2024-05-09,Released,1065,CAMP_2024_04
OCT2719,octanate,Line_A,2024-04-30,2024-05-12,2024-05-10,Released,1387,CAMP_2024_04
OCT2720,octanate,Line_B,2024-04-30,2024-05-15,2024-05-16,Released,1799,CAMP_2024_04
OCT2721,octanate_LV,Line_A,2024-04-30,2024-05-16,2024-05-15,Released,1879,CAMP_2024_04
OCT2722,octanate_LV,Line_B,2024-04-30,2024-05-14,2024-05-15,Released,1517,CAMP_2024_04
OCT2723,octanate_LV,Line_C,2024-04-30,2024-05-10,2024-05-08,Released,1557,CAMP_2024_04
FIB2724,fibryga,Line_C,2024-04-30,2024-05-08,2024-05-07,Released,1954,CAMP_2024_04
OCT2725,octanate,Line_A,2024-05-01,2024-05-14,2024-05-15,Released,1792,CAMP_2024_05
OCT2726,octanate_LV,Line_C,2024-05-01,2024-05-12,2024-05-12,Released,1868,CAMP_2024_05
FIB2727,fibryga,Line_C,2024-05-01,2024-05-13,2024-05-13,Released,697,CAMP_2024_05
OCT2728,octanate,Line_A,2024-05-02,2024-05-13,2024-05-14,Released,1166,CAMP_2024_05
OCT2729,octanate,Line_B,2024-05-02,2024-05-15,2024-05-25,Released,1153,CAMP_2024_05
OCT2730,octanate_LV,Line_A,2024-05-02,2024-05-15,2024-05-16,Released,1501,CAMP_2024_05
FIB2731,fibryga,Line_A,2024-05-02,2024-05-13,2024-05-14,Released,624,CAMP_2024_05
FIB2732,fibryga,Line_C,2024-05-02,2024-05-14,2024-05-15,Released,1370,CAMP_2024_05
OCT2733,octanate,Line_A,2024-05-03,2024-05-10,2024-05-11,Released,1195,CAMP_2024_05
OCT2734,octanate,Line_C,2024-05-03,2024-05-17,2024-05-16,Released,1597,CAMP_2024_05
OCT2735,octanate_LV,Line_A,2024-05-03,2024-05-11,2024-05-11,Released,764,CAMP_2024_05
OCT2736,octanate_LV,Line_C,2024-05-03,2024-05-10,2024-05-08,Released,1943,CAMP_2024_05
FIB2737,fibryga,Line_A,2024-05-03,2024-05-15,2024-05-13,Released,1841,CAMP_2024_05
FIB2738,fibryga,Line_B,2024-05-03,2024-05-13,2024-05-12,Released,821,CAMP_2024_05
OCT2739,octanate,Line_A,2024-05-04,2024-05-14,2024-05-15,Released,1265,CAMP_2024_05
OCT2740,octanate,Line_B,2024-05-04,2024-05-14,2024-05-13,Released,527,CAMP_2024_05
OCT2741,octanate,Line_C,2024-05-04,2024-05-11,2024-05-09,Released,1527,CAMP_2024_05
OCT2742,octanate_LV,Line_A,2024-05-04,2024-05-18,2024-05-25,Released,1117,CAMP_2024_05
OCT2743,octanate_LV,Line_B,2024-05-04,2024-05-14,2024-05-18,Released,1273,CAMP_2024_05
FIB2744,fibryga,Line_A,2024-05-04,2024-05-15,2024-05-13,Released,651,CAMP_2024_05
OCT2745,octanate,Line_B,2024-05-05,2024-05-20,2024-05-19,Released,695,CAMP_2024_05
OCT2746,octanate_LV,Line_B,2024-05-05,2024-05-21,2024-05-21,Released,1370,CAMP_2024_05
FIB2747,fibryga,Line_A,2024-05-05,2024-05-16,2024-05-14,Released,1041,CAMP_2024_05
OCT2748,octanate,Line_A,2024-05-06,2024-05-19,2024-05-28,Released,1648,CAMP_2024_05
OCT2749,octanate,Line_B,2024-05-06,2024-05-17,2024-05-16,Released,1283,CAMP_2024_05
OCT2750,octanate,Line_C,2024-05-06,2024-05-20,2024-05-20,Released,1619,CAMP_2024_05
FIB2751,fibryga,Line_A,2024-05-06,2024-05-16,2024-05-17,Released,1653,CAMP_2024_05
FIB2752,fibryga,Line_B,2024-05-06,2024-05-17,2024-05-18,Released,695,CAMP_2024_05
OCT2753,octanate,Line_A,2024-05-07,2024-05-21,2024-05-19,Released,789,CAMP_2024_05
FIB2754,fibryga,Line_A,2024-05-07,2024-05-21,2024-05-23,Released,1191,CAMP_2024_05
FIB2755,fibryga,Line_C,2024-05-07,2024-05-23,2024-05-21,Released,1049,CAMP_2024_05
OCT2756,octanate_LV,Line_B,2024-05-08,2024-05-18,2024-05-20,Released,1553,CAMP_2024_05
OCT2757,octanate,Line_B,2024-05-09,2024-05-18,2024-05-17,Released,1564,CAMP_2024_05
OCT2758,octanate_LV,Line_A,2024-05-09,2024-05-23,2024-05-21,Released,579,CAMP_2024_05
FIB2759,fibryga,Line_C,2024-05-09,2024-05-24,2024-05-22,Released,1107,CAMP_2024_05
OCT2760,octanate,Line_A,2024-05-10,2024-05-21,2024-05-21,Released,1570,CAMP_2024_05
OCT2761,octanate,Line_B,2024-05-10,2024-05-22,2024-05-21,Released,789,CAMP_2024_05
OCT2762,octanate,Line_C,2024-05-10,2024-05-20,2024-05-20,Released,1563,CAMP_2024_05
OCT2763,octanate_LV,Line_C,2024-05-10,2024-05-22,2024-05-21,Released,836,CAMP_2024_05
FIB2764,fibryga,Line_C,2024-05-10,2024-05-23,2024-05-25,Released,637,CAMP_2024_05
OCT2765,octanate,Line_B,2024-05-11,2024-05-21,2024-05-22,Released,1601,CAMP_2024_05
OCT2766,octanate_LV,Line_A,2024-05-11,2024-05-27,2024-05-26,Released,636,CAMP_2024_05
OCT2767,octanate_LV,Line_B,2024-05-11,2024-05-26,2024-05-26,Released,1787,CAMP_2024_05
OCT2768,octanate_LV,Line_C,2024-05-11,2024-05-21,2024-05-23,Released,1696,CAMP_2024_05
FIB2769,fibryga,Line_B,2024-05-11,2024-05-24,2024-05-23,Released,658,CAMP_2024_05
OCT2770,octanate,Line_A,2024-05-12,2024-05-22,2024-05-24,Released,1654,CAMP_2024_05
OCT2771,octanate,Line_B,2024-05-12,2024-05-27,2024-05-28,Released,1176,CAMP_2024_05
OCT2772,octanate,Line_A,2024-05-13,2024-05-20,2024-05-19,Released,687,CAMP_2024_05
OCT2773,octanate_LV,Line_A,2024-05-13,2024-05-27,2024-05-27,Released,659,CAMP_2024_05
OCT2774,octanate_LV,Line_C,2024-05-13,2024-05-28,2024-05-29,Released,1861,CAMP_2024_05
FIB2775,fibryga,Line_B,2024-05-13,2024-05-21,2024-05-23,Released,1272,CAMP_2024_05
OCT2776,octanate,Line_B,2024-05-14,2024-05-29,2024-05-30,Released,1739,CAMP_2024_05
OCT2777,octanate_LV,Line_C,2024-05-15,2024-05-22,2024-05-23,Released,1872,CAMP_2024_05
FIB2778,fibryga,Line_A,2024-05-15,2024-05-28,2024-05-29,Released,1283,CAMP_2024_05
FIB2779,fibryga,Line_B,2024-05-15,2024-05-22,2024-05-24,Released,1577,CAMP_2024_05
FIB2780,fibryga,Line_C,2024-05-15,2024-05-31,2024-06-01,Released,1255,CAMP_2024_05
OCT2781,octanate,Line_C,2024-05-16,2024-05-27,2024-06-03,Released,1814,CAMP_2024_05
OCT2782,octanate_LV,Line_B,2024-05-16,2024-05-27,2024-05-28,Released,1671,CAMP_2024_05
FIB2783,fibryga,Line_A,2024-05-17,2024-05-24,2024-05-23,Released,1945,CAMP_2024_05
OCT2784,octanate,Line_A,2024-05-18,2024-05-31,2024-05-29,Released,614,CAMP_2024_05
OCT2785,octanate_LV,Line_A,2024-05-18,2024-06-02,2024-06-03,Released,1841,CAMP_2024_05
OCT2786,octanate_LV,Line_C,2024-05-18,2024-05-30,2024-05-29,Released,1701,CAMP_2024_05
FIB2787,fibryga,Line_B,2024-05-18,2024-05-25,2024-05-26,Released,1352,CAMP_2024_05
OCT2788,octanate,Line_B,2024-05-19,2024-06-03,2024-06-10,Released,671,CAMP_2024_05
OCT2789,octanate,Line_C,2024-05-19,2024-05-26,2024-05-27,Released,1910,CAMP_2024_05
OCT2790,octanate_LV,Line_B,2024-05-19,2024-05-26,2024-05-28,Released,741,CAMP_2024_05
OCT2791,octanate_LV,Line_C,2024-05-19,2024-06-04,2024-06-02,Released,1659,CAMP_2024_05
FIB2792,fibryga,Line_B,2024-05-19,2024-05-27,2024-05-28,Released,880,CAMP_2024_05
FIB2793,fibryga,Line_C,2024-05-19,2024-05-26,2024-05-24,Released,945,CAMP_2024_05
OCT2794,octanate_LV,Line_B,2024-05-20,2024-05-30,2024-05-29,Released,1135,CAMP_2024_05
OCT2795,octanate_LV,Line_C,2024-05-20,2024-05-31,2024-06-01,Released,1657,CAMP_2024_05
FIB2796,fibryga,Line_A,2024-05-20,2024-05-30,2024-05-30,Released,908,CAMP_2024_05
FIB2797,fibryga,Line_B,2024-05-20,2024-05-31,2024-06-02,Released,1041,CAMP_2024_05
FIB2798,fibryga,Line_C,2024-05-20,2024-06-01,2024-06-01,Released,1814,CAMP_2024_05
OCT2799,octanate_LV,Line_A,2024-05-21,2024-06-06,2024-06-05,Released,1938,CAMP_2024_05
FIB2800,fibryga,Line_B,2024-05-21,2024-06-02,2024-06-02,Released,685,CAMP_2024_05
OCT2801,octanate,Line_A,2024-05-22,2024-06-01,2024-05-30,Released,736,CAMP_2024_05
OCT2802,octanate_LV,Line_C,2024-05-22,2024-06-07,2024-06-05,Released,1160,CAMP_2024_05
OCT2803,octanate,Line_A,2024-05-23,2024-06-05,2024-06-05,Released,1826,CAMP_2024_05
OCT2804,octanate,Line_C,2024-05-23,2024-06-04,2024-06-06,Released,1619,CAMP_2024_05
OCT2805,octanate_LV,Line_A,2024-05-23,2024-05-30,2024-05-31,Released,1715,CAMP_2024_05
FIB2806,fibryga,Line_A,2024-05-23,2024-06-02,2024-06-04,Released,1730,CAMP_2024_05
FIB2807,fibryga,Line_B,2024-05-23,2024-06-05,2024-06-06,Released,1538,CAMP_2024_05
FIB2808,fibryga,Line_C,2024-05-23,2024-06-05,2024-06-06,Released,1714,CAMP_2024_05
OCT2809,octanate,Line_A,2024-05-24,2024-06-08,2024-06-10,Released,1722,CAMP_2024_05
OCT2810,octanate_LV,Line_A,2024-05-24,2024-06-09,2024-06-08,Released,1858,CAMP_2024_05
OCT2811,octanate_LV,Line_B,2024-05-24,2024-05-31,2024-05-31,Released,789,CAMP_2024_05
FIB2812,fibryga,Line_B,2024-05-24,2024-05-31,2024-05-30,Released,852,CAMP_2024_05
FIB2813,fibryga,Line_C,2024-05-24,2024-06-01,2024-06-02,Released,1394,CAMP_2024_05
OCT2814,octanate,Line_A,2024-05-25,2024-06-04,2024-06-06,Released,510,CAMP_2024_05
OCT2815,octanate,Line_C,2024-05-25,2024-06-08,2024-06-09,Released,1931,CAMP_2024_05
OCT2816,octanate_LV,Line_A,2024-05-25,2024-06-08,2024-06-09,Released,1946,CAMP_2024_05
OCT2817,octanate_LV,Line_B,2024-05-25,2024-06-02,2024-06-02,Released,773,CAMP_2024_05
OCT2818,octanate_LV,Line_C,2024-05-25,2024-06-06,2024-06-07,Released,1722,CAMP_2024_05
FIB2819,fibryga,Line_A,2024-05-25,2024-06-02,2024-06-03,Released,954,CAMP_2024_05
FIB2820,fibryga,Line_C,2024-05-25,2024-06-04,2024-06-04,Released,1526,CAMP_2024_05
OCT2821,octanate_LV,Line_C,2024-05-26,2024-06-05,2024-06-12,Released,1391,CAMP_2024_05
FIB2822,fibryga,Line_A,2024-05-26,2024-06-08,2024-06-09,Released,808,CAMP_2024_05
FIB2823,fibryga,Line_B,2024-05-26,2024-06-08,2024-06-09,Released,571,CAMP_2024_05
FIB2824,fibryga,Line_C,2024-05-26,2024-06-08,2024-06-10,Released,1897,CAMP_2024_05
OCT2825,octanate,Line_B,2024-05-27,2024-06-04,2024-06-05,Released,1843,CAMP_2024_05
OCT2826,octanate_LV,Line_B,2024-05-27,2024-06-08,2024-06-17,Released,1905,CAMP_2024_05
OCT2827,octanate,Line_B,2024-05-28,2024-06-08,2024-06-06,Released,1736,CAMP_2024_05
OCT2828,octanate,Line_A,2024-05-29,2024-06-07,2024-06-08,Released,1881,CAMP_2024_05
OCT2829,octanate,Line_B,2024-05-29,2024-06-05,2024-06-07,Released,904,CAMP_2024_05
FIB2830,fibryga,Line_B,2024-05-29,2024-06-12,2024-06-10,Released,1727,CAMP_2024_05
