deviation_id,lot_id,category,severity,description,opened_at,closed_at,capa_flag,assignee,root_cause
DEV00001,FIB2048,OOS_Result,Major,"OOS result: fill_volume_ml = 9.4251 ml (LSL:9.5, USL:10.5)",2023-10-26 00:00:00,2023-11-16 00:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT2053,OOS_Result,Minor,"OOS result: pH = 6.6019 pH (LSL:6.9, USL:7.4)",2023-10-28 10:00:00,2024-01-15 10:00:00,0,QA_Invest_2,Material
DEV00001,OCT2053,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 269.5896 mOsm/kg (LSL:270.0, USL:320.0)",2023-10-30 21:00:00,2023-12-28 21:00:00,1,QA_Invest_2,Method
DEV00001,FIB2054,OOS_Result,Minor,"OOS result: fill_volume_ml = 11.2376 ml (LSL:9.5, USL:10.5)",2023-10-29 01:00:00,2023-12-21 01:00:00,0,QA_Manager,Material
DEV00001,OCT2055,OOS_Result,Minor,"OOS result: protein_mg_ml = 2.6421 mg/ml (LSL:7.0, USL:10.0)",2023-10-31 09:00:00,2024-01-25 09:00:00,1,QA_Invest_1,Material
DEV00001,FIB2057,OOS_Result,Major,"OOS result: pH = 6.523 pH (LSL:6.9, USL:7.4)",2023-10-30 02:00:00,2023-12-02 02:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT2058,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 269.9999 mOsm/kg (LSL:270.0, USL:320.0)",2023-10-31 12:00:00,2024-01-25 12:00:00,1,QA_Manager,Personnel
DEV00001,OCT2061,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 210.3245 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-01 15:00:00,2023-11-19 15:00:00,1,QA_Invest_3,Equipment
DEV00001,FIB2063,OOS_Result,Critical,"OOS result: assay_percent = 110.3182 % (LSL:95.0, USL:110.0)",2025-08-05 17:55:35,,1,QA_Invest_1,Under_Investigation
DEV00001,FIB2063,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 373.1642 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-01 15:00:00,2024-01-27 15:00:00,0,QA_Invest_3,Personnel
DEV00001,OCT2073,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.9146 ml (LSL:9.5, USL:10.5)",2023-11-03 00:00:00,2023-11-26 00:00:00,0,MSAT_Lead,Under_Investigation
DEV00001,OCT2073,OOS_Result,Minor,"OOS result: particulates_per_ml = 68.4281 count/ml (LSL:0.0, USL:50.0)",2023-11-04 23:00:00,2023-12-20 23:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT2082,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 264.8349 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-06 07:00:00,2024-01-12 07:00:00,1,QA_Invest_2,Method
DEV00001,OCT2083,OOS_Result,Major,"OOS result: pH = 7.6816 pH (LSL:6.9, USL:7.4)",2023-11-04 05:00:00,2024-01-07 05:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT2087,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 246.4095 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-07 04:00:00,2023-12-28 04:00:00,1,QA_Invest_3,Material
DEV00001,FIB2091,OOS_Result,Critical,"OOS result: osmolality_mOsm_kg = 268.729 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-08 09:00:00,2023-12-11 09:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB2092,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 268.1938 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-07 18:00:00,2024-01-24 18:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT2093,OOS_Result,Major,"OOS result: protein_mg_ml = 6.7914 mg/ml (LSL:7.0, USL:10.0)",2023-11-08 10:00:00,2023-11-23 10:00:00,1,MSAT_Lead,Environment
DEV00001,OCT2094,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.2349 ml (LSL:9.5, USL:10.5)",2023-11-09 07:00:00,2024-01-05 07:00:00,1,QA_Invest_2,Environment
DEV00001,FIB2095,OOS_Result,Major,"OOS result: protein_mg_ml = 6.8881 mg/ml (LSL:7.0, USL:10.0)",2023-11-09 18:00:00,2023-12-05 18:00:00,1,QA_Manager,Personnel
DEV00001,OCT2107,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.1776 ml (LSL:9.5, USL:10.5)",2023-11-14 15:00:00,2024-01-21 15:00:00,1,MSAT_Lead,Method
DEV00001,OCT2111,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.5855 mg/ml (LSL:7.0, USL:10.0)",2023-11-16 09:00:00,2023-12-25 09:00:00,0,MSAT_Lead,Equipment
DEV00001,OCT2119,OOS_Result,Minor,"OOS result: fill_volume_ml = 11.0121 ml (LSL:9.5, USL:10.5)",2023-11-17 06:00:00,2024-01-20 06:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT2122,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.1434 mg/ml (LSL:7.0, USL:10.0)",2023-11-22 01:00:00,2024-01-03 01:00:00,1,MSAT_Lead,Personnel
DEV00001,FIB2124,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.7594 mg/ml (LSL:7.0, USL:10.0)",2023-11-19 15:00:00,2024-02-05 15:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,FIB2133,OOS_Result,Major,"OOS result: protein_mg_ml = 10.435 mg/ml (LSL:7.0, USL:10.0)",2023-11-23 14:00:00,2024-01-03 14:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT2134,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 267.0048 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-23 15:00:00,2024-01-15 15:00:00,0,QA_Manager,Equipment
DEV00001,OCT2144,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 381.0647 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-28 15:00:00,2024-01-13 15:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT2146,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 253.0077 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-27 11:00:00,2024-01-11 11:00:00,1,MSAT_Lead,Environment
DEV00001,OCT2147,OOS_Result,Major,"OOS result: protein_mg_ml = 5.6631 mg/ml (LSL:7.0, USL:10.0)",2023-11-26 04:00:00,2024-01-15 04:00:00,1,QA_Invest_1,Personnel
DEV00001,FIB2153,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 216.0608 mOsm/kg (LSL:270.0, USL:320.0)",2023-11-29 21:00:00,2024-02-24 21:00:00,0,QA_Manager,Under_Investigation
DEV00001,FIB2157,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.9153 mg/ml (LSL:7.0, USL:10.0)",2023-12-02 15:00:00,2023-12-31 15:00:00,1,MSAT_Lead,Personnel
DEV00001,FIB2164,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.2177 ml (LSL:9.5, USL:10.5)",2023-12-01 20:00:00,2023-12-27 20:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT2166,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 268.7824 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-03 19:00:00,2024-01-02 19:00:00,1,QA_Invest_1,Method
DEV00001,FIB2169,OOS_Result,Major,"OOS result: pH = 7.6782 pH (LSL:6.9, USL:7.4)",2023-12-03 08:00:00,2024-01-27 08:00:00,1,QA_Manager,Personnel
DEV00001,OCT2171,OOS_Result,Major,"OOS result: fill_volume_ml = 9.4745 ml (LSL:9.5, USL:10.5)",2023-12-04 23:00:00,2024-02-28 23:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,FIB2173,OOS_Result,Major,"OOS result: protein_mg_ml = 6.8621 mg/ml (LSL:7.0, USL:10.0)",2023-12-04 13:00:00,2024-01-18 13:00:00,1,QA_Invest_3,Material
DEV00001,OCT2174,OOS_Result,Critical,"OOS result: osmolality_mOsm_kg = 345.1935 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-07 03:00:00,2024-03-01 03:00:00,1,QA_Invest_3,Method
DEV00001,OCT2178,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 245.4865 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-06 14:00:00,2023-12-30 14:00:00,0,QA_Invest_2,Environment
DEV00001,OCT2178,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9958 mg/ml (LSL:7.0, USL:10.0)",2023-12-07 18:00:00,2024-01-26 18:00:00,1,QA_Invest_3,Material
DEV00001,FIB2182,OOS_Result,Minor,"OOS result: pH = 6.7045 pH (LSL:6.9, USL:7.4)",2023-12-07 03:00:00,2024-01-17 03:00:00,0,QA_Invest_1,Equipment
DEV00001,FIB2183,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 254.6823 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-09 11:00:00,2024-01-22 11:00:00,1,QA_Invest_3,Environment
DEV00001,FIB2187,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 322.3799 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-10 15:00:00,2024-01-15 15:00:00,1,MSAT_Lead,Environment
DEV00001,OCT2199,OOS_Result,Minor,"OOS result: assay_percent = 87.2694 % (LSL:95.0, USL:110.0)",2023-12-11 17:00:00,2023-12-29 17:00:00,0,QA_Invest_2,Material
DEV00001,OCT2200,OOS_Result,Major,"OOS result: particulates_per_ml = 68.7602 count/ml (LSL:0.0, USL:50.0)",2023-12-16 07:00:00,2024-03-10 07:00:00,1,QA_Invest_3,Material
DEV00001,OCT2200,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.1417 mg/ml (LSL:7.0, USL:10.0)",2023-12-15 11:00:00,2024-03-05 11:00:00,1,MSAT_Lead,Method
DEV00001,FIB2205,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 213.1509 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-15 09:00:00,2024-02-29 09:00:00,1,QA_Invest_3,Material
DEV00001,FIB2209,OOS_Result,Major,"OOS result: assay_percent = 80.4063 % (LSL:95.0, USL:110.0)",2023-12-15 02:00:00,2024-02-12 02:00:00,1,QA_Invest_1,Method
DEV00001,FIB2214,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 320.0654 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-18 09:00:00,2024-01-25 09:00:00,1,MSAT_Lead,Environment
DEV00001,FIB2214,OOS_Result,Major,"OOS result: fill_volume_ml = 9.0859 ml (LSL:9.5, USL:10.5)",2023-12-16 01:00:00,2024-02-07 01:00:00,1,QA_Invest_2,Material
DEV00001,OCT2217,OOS_Result,Critical,"OOS result: assay_percent = 83.6539 % (LSL:95.0, USL:110.0)",2023-12-18 03:00:00,2024-03-02 03:00:00,1,QA_Manager,Under_Investigation
DEV00001,FIB2221,OOS_Result,Minor,"OOS result: pH = 7.5959 pH (LSL:6.9, USL:7.4)",2023-12-18 01:00:00,2024-02-05 01:00:00,1,QA_Invest_3,Method
DEV00001,OCT2228,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.5688 mg/ml (LSL:7.0, USL:10.0)",2023-12-23 15:00:00,2024-03-11 15:00:00,1,QA_Invest_2,Method
DEV00001,FIB2231,OOS_Result,Minor,"OOS result: protein_mg_ml = 4.4554 mg/ml (LSL:7.0, USL:10.0)",2023-12-22 06:00:00,2024-01-26 06:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT2240,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 269.7527 mOsm/kg (LSL:270.0, USL:320.0)",2023-12-25 11:00:00,2024-02-13 11:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,FIB2254,OOS_Result,Major,"OOS result: pH = 7.7449 pH (LSL:6.9, USL:7.4)",2023-12-26 18:00:00,2024-03-07 18:00:00,1,QA_Invest_2,Environment
DEV00001,OCT2257,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.8887 mg/ml (LSL:7.0, USL:10.0)",2023-12-30 08:00:00,2024-03-26 08:00:00,1,QA_Invest_2,Material
DEV00001,OCT2265,OOS_Result,Minor,"OOS result: assay_percent = 119.4513 % (LSL:95.0, USL:110.0)",2023-12-30 06:00:00,2024-01-28 06:00:00,0,QA_Invest_1,Method
DEV00001,OCT2267,OOS_Result,Minor,"OOS result: pH = 7.8529 pH (LSL:6.9, USL:7.4)",2023-12-31 02:00:00,2024-01-27 02:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT2267,OOS_Result,Minor,"OOS result: protein_mg_ml = 12.0522 mg/ml (LSL:7.0, USL:10.0)",2024-01-01 17:00:00,2024-03-17 17:00:00,0,QA_Invest_3,Under_Investigation
DEV00001,FIB2269,OOS_Result,Major,"OOS result: assay_percent = 115.2616 % (LSL:95.0, USL:110.0)",2023-12-31 01:00:00,2024-03-12 01:00:00,1,QA_Invest_1,Method
DEV00001,OCT2272,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 223.8044 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-02 16:00:00,2024-02-09 16:00:00,0,QA_Invest_3,Environment
DEV00001,FIB2284,OOS_Result,Minor,"OOS result: assay_percent = 110.0492 % (LSL:95.0, USL:110.0)",2024-01-03 07:00:00,2024-03-05 07:00:00,0,QA_Manager,Under_Investigation
DEV00001,OCT2285,OOS_Result,Major,"OOS result: assay_percent = 128.6671 % (LSL:95.0, USL:110.0)",2024-01-05 03:00:00,2024-03-03 03:00:00,1,QA_Invest_2,Equipment
DEV00001,OCT2298,OOS_Result,Major,"OOS result: assay_percent = 111.9093 % (LSL:95.0, USL:110.0)",2024-01-08 06:00:00,2024-02-06 06:00:00,1,QA_Invest_3,Personnel
DEV00001,FIB2302,OOS_Result,Major,"OOS result: protein_mg_ml = 6.7464 mg/ml (LSL:7.0, USL:10.0)",2024-01-10 00:00:00,2024-03-06 00:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,OCT2303,OOS_Result,Minor,"OOS result: pH = 7.7751 pH (LSL:6.9, USL:7.4)",2024-01-09 09:00:00,2024-02-23 09:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB2315,OOS_Result,Minor,"OOS result: assay_percent = 123.2449 % (LSL:95.0, USL:110.0)",2024-01-10 21:00:00,2024-02-29 21:00:00,1,QA_Manager,Material
DEV00001,FIB2315,OOS_Result,Critical,"OOS result: osmolality_mOsm_kg = 268.5546 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-12 23:00:00,2024-03-03 23:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT2318,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 269.4532 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-14 08:00:00,2024-04-02 08:00:00,1,MSAT_Lead,Method
DEV00001,FIB2319,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 214.3194 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-14 09:00:00,2024-03-20 09:00:00,1,QA_Manager,Environment
DEV00001,OCT2321,OOS_Result,Minor,"OOS result: protein_mg_ml = 11.2679 mg/ml (LSL:7.0, USL:10.0)",2024-01-15 15:00:00,2024-03-21 15:00:00,0,QA_Invest_2,Personnel
DEV00001,OCT2322,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9595 mg/ml (LSL:7.0, USL:10.0)",2024-01-14 16:00:00,2024-02-04 16:00:00,1,QA_Invest_3,Material
DEV00001,FIB2323,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.9592 mg/ml (LSL:7.0, USL:10.0)",2024-01-13 17:00:00,2024-04-03 17:00:00,0,QA_Invest_1,Material
DEV00001,FIB2324,OOS_Result,Major,"OOS result: assay_percent = 111.0056 % (LSL:95.0, USL:110.0)",2024-01-13 13:00:00,2024-02-18 13:00:00,1,QA_Invest_2,Equipment
DEV00001,OCT2330,OOS_Result,Major,"OOS result: assay_percent = 111.5016 % (LSL:95.0, USL:110.0)",2024-01-17 09:00:00,2024-03-09 09:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT2330,OOS_Result,Major,"OOS result: pH = 7.511 pH (LSL:6.9, USL:7.4)",2024-01-18 10:00:00,2024-02-13 10:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT2331,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.8724 ml (LSL:9.5, USL:10.5)",2024-01-17 21:00:00,2024-03-11 21:00:00,0,QA_Manager,Equipment
DEV00001,OCT2336,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 264.7342 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-21 10:00:00,2024-04-08 10:00:00,1,MSAT_Lead,Method
DEV00001,OCT2340,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 352.477 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-22 05:00:00,2024-02-10 05:00:00,0,QA_Manager,Personnel
DEV00001,OCT2341,OOS_Result,Major,"OOS result: assay_percent = 110.8572 % (LSL:95.0, USL:110.0)",2025-07-10 17:55:35,,1,QA_Invest_1,Under_Investigation
DEV00001,OCT2346,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9168 mg/ml (LSL:7.0, USL:10.0)",2024-01-24 22:00:00,2024-03-10 22:00:00,1,QA_Invest_1,Method
DEV00001,OCT2347,OOS_Result,Minor,"OOS result: assay_percent = 111.8776 % (LSL:95.0, USL:110.0)",2024-01-22 11:00:00,2024-03-10 11:00:00,1,QA_Invest_1,Environment
DEV00001,OCT2349,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 269.7968 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-25 02:00:00,2024-03-26 02:00:00,1,QA_Manager,Personnel
DEV00001,OCT2353,OOS_Result,Minor,"OOS result: assay_percent = 110.2373 % (LSL:95.0, USL:110.0)",2024-01-23 08:00:00,2024-03-25 08:00:00,0,QA_Invest_3,Personnel
DEV00001,OCT2357,OOS_Result,Minor,"OOS result: assay_percent = 110.5611 % (LSL:95.0, USL:110.0)",2024-01-25 11:00:00,2024-03-19 11:00:00,1,QA_Invest_2,Equipment
DEV00001,OCT2365,OOS_Result,Major,"OOS result: assay_percent = 111.8108 % (LSL:95.0, USL:110.0)",2024-01-26 01:00:00,2024-03-17 01:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB2366,OOS_Result,Major,"OOS result: protein_mg_ml = 10.2251 mg/ml (LSL:7.0, USL:10.0)",2025-08-26 17:55:35,,1,QA_Manager,Under_Investigation
DEV00001,FIB2372,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 257.0469 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-29 17:00:00,2024-03-07 17:00:00,0,QA_Invest_1,Equipment
DEV00001,OCT2373,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 268.191 mOsm/kg (LSL:270.0, USL:320.0)",2024-01-30 16:00:00,2024-04-13 16:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,OCT2374,OOS_Result,Critical,"OOS result: protein_mg_ml = 2.704 mg/ml (LSL:7.0, USL:10.0)",2024-01-29 14:00:00,2024-04-14 14:00:00,1,QA_Manager,Method
DEV00001,FIB2376,OOS_Result,Minor,"OOS result: protein_mg_ml = 11.776 mg/ml (LSL:7.0, USL:10.0)",2024-01-30 02:00:00,2024-02-17 02:00:00,0,QA_Invest_3,Material
DEV00001,OCT2379,OOS_Result,Minor,"OOS result: assay_percent = 110.0271 % (LSL:95.0, USL:110.0)",2024-01-29 13:00:00,2024-03-22 13:00:00,0,QA_Invest_1,Material
DEV00001,FIB2392,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 345.6478 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-06 13:00:00,2024-02-29 13:00:00,1,MSAT_Lead,Method
DEV00001,OCT2397,OOS_Result,Major,"OOS result: protein_mg_ml = 13.1219 mg/ml (LSL:7.0, USL:10.0)",2024-02-06 09:00:00,2024-03-02 09:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,FIB2400,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 320.1676 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-06 18:00:00,2024-04-04 18:00:00,0,QA_Invest_2,Equipment
DEV00001,FIB2404,OOS_Result,Major,"OOS result: protein_mg_ml = 10.2324 mg/ml (LSL:7.0, USL:10.0)",2024-02-07 10:00:00,2024-03-06 10:00:00,1,MSAT_Lead,Environment
DEV00001,FIB2408,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 354.5234 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-09 01:00:00,2024-04-01 01:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,FIB2408,OOS_Result,Minor,"OOS result: protein_mg_ml = 14.0813 mg/ml (LSL:7.0, USL:10.0)",2024-02-09 04:00:00,2024-03-31 04:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,OCT2410,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0169 mg/ml (LSL:7.0, USL:10.0)",2024-02-10 15:00:00,2024-05-09 15:00:00,1,QA_Invest_2,Environment
DEV00001,OCT2412,OOS_Result,Critical,"OOS result: protein_mg_ml = 3.463 mg/ml (LSL:7.0, USL:10.0)",2024-02-09 16:00:00,2024-03-29 16:00:00,1,QA_Invest_3,Material
DEV00001,FIB2414,OOS_Result,Minor,"OOS result: assay_percent = 110.3708 % (LSL:95.0, USL:110.0)",2024-02-07 23:00:00,2024-04-14 23:00:00,0,QA_Invest_3,Personnel
DEV00001,FIB2415,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 320.3713 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-09 04:00:00,2024-04-05 04:00:00,0,QA_Invest_3,Material
DEV00001,OCT2419,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9711 mg/ml (LSL:7.0, USL:10.0)",2024-02-13 22:00:00,2024-04-20 22:00:00,1,QA_Invest_1,Equipment
DEV00001,FIB2420,OOS_Result,Major,"OOS result: protein_mg_ml = 6.6256 mg/ml (LSL:7.0, USL:10.0)",2024-02-11 10:00:00,2024-03-06 10:00:00,1,QA_Invest_3,Equipment
DEV00001,OCT2429,OOS_Result,Critical,"OOS result: assay_percent = 82.1792 % (LSL:95.0, USL:110.0)",2024-02-12 22:00:00,2024-04-21 22:00:00,1,MSAT_Lead,Method
DEV00001,FIB2433,OOS_Result,Minor,"OOS result: assay_percent = 92.7617 % (LSL:95.0, USL:110.0)",2024-02-14 18:00:00,2024-03-25 18:00:00,0,QA_Invest_1,Personnel
DEV00001,OCT2440,OOS_Result,Minor,"OOS result: assay_percent = 111.2291 % (LSL:95.0, USL:110.0)",2024-02-15 11:00:00,2024-03-06 11:00:00,0,QA_Invest_2,Material
DEV00001,OCT2450,OOS_Result,Minor,"OOS result: fill_volume_ml = 8.9468 ml (LSL:9.5, USL:10.5)",2024-02-17 18:00:00,2024-03-04 18:00:00,0,QA_Invest_1,Environment
DEV00001,OCT2454,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 221.9807 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-20 09:00:00,2024-03-15 09:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,OCT2455,OOS_Result,Critical,"OOS result: assay_percent = 115.1074 % (LSL:95.0, USL:110.0)",2025-08-11 17:55:35,,1,QA_Invest_3,Under_Investigation
DEV00001,OCT2458,OOS_Result,Minor,"OOS result: assay_percent = 110.0187 % (LSL:95.0, USL:110.0)",2024-02-21 05:00:00,2024-03-26 05:00:00,1,QA_Invest_3,Method
DEV00001,OCT2460,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 267.7631 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-23 03:00:00,2024-03-29 03:00:00,0,MSAT_Lead,Equipment
DEV00001,OCT2468,OOS_Result,Minor,"OOS result: protein_mg_ml = 13.5539 mg/ml (LSL:7.0, USL:10.0)",2024-02-24 11:00:00,2024-03-10 11:00:00,1,QA_Invest_1,Method
DEV00001,FIB2470,OOS_Result,Minor,"OOS result: particulates_per_ml = 65.6244 count/ml (LSL:0.0, USL:50.0)",2024-02-24 15:00:00,2024-04-10 15:00:00,1,QA_Invest_2,Environment
DEV00001,FIB2470,OOS_Result,Major,"OOS result: protein_mg_ml = 6.6154 mg/ml (LSL:7.0, USL:10.0)",2024-02-25 04:00:00,2024-03-31 04:00:00,1,QA_Manager,Material
DEV00001,FIB2471,OOS_Result,Minor,"OOS result: assay_percent = 110.2315 % (LSL:95.0, USL:110.0)",2024-02-23 18:00:00,2024-04-14 18:00:00,0,MSAT_Lead,Equipment
DEV00001,FIB2475,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 226.6125 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-26 21:00:00,2024-04-29 21:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT2476,OOS_Result,Major,"OOS result: assay_percent = 111.3996 % (LSL:95.0, USL:110.0)",2024-02-25 02:00:00,2024-05-12 02:00:00,1,QA_Invest_3,Material
DEV00001,FIB2477,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 268.4795 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-26 00:00:00,2024-05-13 00:00:00,1,MSAT_Lead,Material
DEV00001,OCT2479,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 323.373 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-27 16:00:00,2024-03-16 16:00:00,0,QA_Manager,Environment
DEV00001,OCT2482,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 355.4977 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-29 03:00:00,2024-05-11 03:00:00,1,QA_Invest_2,Environment
DEV00001,OCT2482,OOS_Result,Critical,"OOS result: protein_mg_ml = 10.3793 mg/ml (LSL:7.0, USL:10.0)",2025-08-18 17:55:35,,1,QA_Invest_1,Under_Investigation
DEV00001,OCT2484,OOS_Result,Critical,"OOS result: assay_percent = 111.0941 % (LSL:95.0, USL:110.0)",2024-02-27 06:00:00,2024-04-06 06:00:00,1,QA_Invest_2,Equipment
DEV00001,OCT2484,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 262.6061 mOsm/kg (LSL:270.0, USL:320.0)",2024-02-29 18:00:00,2024-04-29 18:00:00,1,QA_Invest_3,Equipment
DEV00001,OCT2486,OOS_Result,Minor,"OOS result: protein_mg_ml = 3.0869 mg/ml (LSL:7.0, USL:10.0)",2024-03-01 11:00:00,2024-04-01 11:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,OCT2493,OOS_Result,Major,"OOS result: protein_mg_ml = 10.6059 mg/ml (LSL:7.0, USL:10.0)",2024-03-03 19:00:00,2024-05-17 19:00:00,1,QA_Invest_3,Method
DEV00001,OCT2494,OOS_Result,Major,"OOS result: protein_mg_ml = 3.2292 mg/ml (LSL:7.0, USL:10.0)",2024-03-03 02:00:00,2024-05-30 02:00:00,1,QA_Invest_1,Method
DEV00001,FIB2496,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0205 mg/ml (LSL:7.0, USL:10.0)",2024-03-02 23:00:00,2024-05-14 23:00:00,1,QA_Invest_3,Method
DEV00001,FIB2501,OOS_Result,Major,"OOS result: assay_percent = 117.2413 % (LSL:95.0, USL:110.0)",2024-03-02 04:00:00,2024-05-20 04:00:00,1,QA_Invest_3,Equipment
DEV00001,OCT2504,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 388.9274 mOsm/kg (LSL:270.0, USL:320.0)",2024-03-06 13:00:00,2024-04-11 13:00:00,1,QA_Invest_2,Method
